id:val:time
identifier_exp2emg:19.00:294628
identifier_exp2emg:18.00:294640
identifier_exp2emg:14.00:294651
identifier_exp2emg:18.00:294664
identifier_exp2emg:14.00:294675
identifier_exp2emg:20.00:294687
identifier_exp2emg:31.00:294699
identifier_exp2emg:27.00:294710
identifier_exp2emg:18.00:294722
identifier_exp2emg:19.00:294734
identifier_exp2emg:10.00:294745
identifier_exp2emg:5.00:294757
identifier_exp2emg:12.00:294768
identifier_exp2emg:28.00:294780
identifier_exp2emg:22.00:294792
identifier_exp2emg:21.00:294804
identifier_exp2emg:19.00:294815
identifier_exp2emg:12.00:294827
identifier_exp2emg:12.00:294838
identifier_exp2emg:6.00:294850
identifier_exp2emg:14.00:294862
identifier_exp2emg:25.00:294874
identifier_exp2emg:20.00:294885
identifier_exp2emg:12.00:294897
identifier_exp2emg:8.00:294909
identifier_exp2emg:17.00:294920
identifier_exp2emg:26.00:294932
identifier_exp2emg:27.00:294944
identifier_exp2emg:21.00:294955
identifier_exp2emg:15.00:294967
identifier_exp2emg:21.00:294979
identifier_exp2emg:21.00:294990
identifier_exp2emg:24.00:295002
identifier_exp2emg:31.00:295014
identifier_exp2emg:31.00:295026
identifier_exp2emg:26.00:295037
identifier_exp2emg:18.00:295049
identifier_exp2emg:10.00:295060
identifier_exp2emg:7.00:295072
identifier_exp2emg:8.00:295084
identifier_exp2emg:10.00:295095
identifier_exp2emg:6.00:295107
identifier_exp2emg:2.00:295119
identifier_exp2emg:3.00:295130
identifier_exp2emg:4.00:295142
identifier_exp2emg:2.00:295153
identifier_exp2emg:2.00:295165
identifier_exp2emg:19.00:295177
identifier_exp2emg:19.00:295188
identifier_exp2emg:15.00:295200
identifier_exp2emg:8.00:295211
identifier_exp2emg:3.00:295222
identifier_exp2emg:1.00:295233
identifier_exp2emg:0.00:295245
identifier_exp2emg:17.00:295257
identifier_exp2emg:21.00:295269
identifier_exp2emg:32.00:295281
identifier_exp2emg:37.00:295293
identifier_exp2emg:31.00:295306
identifier_exp2emg:40.00:295317
identifier_exp2emg:37.00:295329
identifier_exp2emg:28.00:295341
identifier_exp2emg:17.00:295352
identifier_exp2emg:9.00:295364
identifier_exp2emg:8.00:295375
identifier_exp2emg:24.00:295387
identifier_exp2emg:22.00:295400
identifier_exp2emg:16.00:295411
identifier_exp2emg:9.00:295423
identifier_exp2emg:5.00:295434
identifier_exp2emg:17.00:295446
identifier_exp2emg:18.00:295458
