id:val:time
identifier_exp2emg:0.00:250521
identifier_exp2emg:0.00:250533
identifier_exp2emg:0.00:250544
identifier_exp2emg:0.00:250556
identifier_exp2emg:0.00:250567
identifier_exp2emg:0.00:250579
identifier_exp2emg:0.00:250590
identifier_exp2emg:0.00:250603
identifier_exp2emg:0.00:250614
identifier_exp2emg:0.00:250626
identifier_exp2emg:0.00:250638
identifier_exp2emg:0.00:250649
identifier_exp2emg:0.00:250661
identifier_exp2emg:0.00:250672
identifier_exp2emg:0.00:250684
identifier_exp2emg:0.00:250696
identifier_exp2emg:0.00:250707
identifier_exp2emg:0.00:250719
identifier_exp2emg:0.00:250730
identifier_exp2emg:0.00:250742
identifier_exp2emg:0.00:250754
identifier_exp2emg:0.00:250765
identifier_exp2emg:0.00:250777
identifier_exp2emg:0.00:250789
identifier_exp2emg:0.00:250801
identifier_exp2emg:0.00:250812
identifier_exp2emg:0.00:250824
identifier_exp2emg:0.00:250835
identifier_exp2emg:0.00:250847
identifier_exp2emg:0.00:250859
identifier_exp2emg:0.00:250870
identifier_exp2emg:0.00:250882
identifier_exp2emg:0.00:250894
identifier_exp2emg:0.00:250905
identifier_exp2emg:0.00:250917
identifier_exp2emg:0.00:250928
identifier_exp2emg:0.00:250940
identifier_exp2emg:0.00:250952
identifier_exp2emg:0.00:250964
identifier_exp2emg:0.00:250975
identifier_exp2emg:0.00:250987
identifier_exp2emg:0.00:250998
identifier_exp2emg:0.00:251010
identifier_exp2emg:0.00:251021
identifier_exp2emg:0.00:251033
identifier_exp2emg:0.00:251045
identifier_exp2emg:0.00:251056
identifier_exp2emg:0.00:251068
identifier_exp2emg:0.00:251079
identifier_exp2emg:0.00:251091
identifier_exp2emg:0.00:251103
identifier_exp2emg:0.00:251114
identifier_exp2emg:0.00:251126
identifier_exp2emg:0.00:251138
identifier_exp2emg:0.00:251150
identifier_exp2emg:0.00:251161
identifier_exp2emg:0.00:251173
identifier_exp2emg:0.00:251184
identifier_exp2emg:0.00:251196
identifier_exp2emg:0.00:251207
identifier_exp2emg:0.00:251219
identifier_exp2emg:0.00:251230
identifier_exp2emg:0.00:251242
identifier_exp2emg:0.00:251254
identifier_exp2emg:0.00:251266
identifier_exp2emg:0.00:251277
identifier_exp2emg:0.00:251289
identifier_exp2emg:0.00:251300
identifier_exp2emg:0.00:251312
identifier_exp2emg:0.00:251324
identifier_exp2emg:0.00:251335
identifier_exp2emg:0.00:251347
identifier_exp2emg:0.00:251359
identifier_exp2emg:0.00:251371
identifier_exp2emg:0.00:251383
identifier_exp2emg:0.00:251394
identifier_exp2emg:0.00:251406
