id:val:time
identifier_exp2emg:0.00:508592
identifier_exp2emg:0.00:508604
identifier_exp2emg:0.00:508615
identifier_exp2emg:0.00:508627
identifier_exp2emg:0.00:508638
identifier_exp2emg:0.00:508650
identifier_exp2emg:0.00:508662
identifier_exp2emg:0.00:508674
identifier_exp2emg:0.00:508686
identifier_exp2emg:0.00:508697
identifier_exp2emg:0.00:508709
identifier_exp2emg:0.00:508720
identifier_exp2emg:0.00:508732
identifier_exp2emg:0.00:508744
identifier_exp2emg:0.00:508756
identifier_exp2emg:0.00:508767
identifier_exp2emg:0.00:508779
identifier_exp2emg:0.00:508791
identifier_exp2emg:0.00:508803
identifier_exp2emg:0.00:508815
identifier_exp2emg:0.00:508826
identifier_exp2emg:0.00:508838
identifier_exp2emg:0.00:508849
identifier_exp2emg:0.00:508861
identifier_exp2emg:0.00:508873
identifier_exp2emg:0.00:508884
identifier_exp2emg:0.00:508896
identifier_exp2emg:0.00:508908
identifier_exp2emg:0.00:508919
identifier_exp2emg:0.00:508931
identifier_exp2emg:0.00:508942
identifier_exp2emg:0.00:508954
identifier_exp2emg:0.00:508966
identifier_exp2emg:0.00:508978
identifier_exp2emg:0.00:508989
identifier_exp2emg:0.00:509001
identifier_exp2emg:0.00:509013
identifier_exp2emg:0.00:509024
identifier_exp2emg:0.00:509036
identifier_exp2emg:0.00:509048
identifier_exp2emg:0.00:509060
identifier_exp2emg:0.00:509072
identifier_exp2emg:0.00:509083
identifier_exp2emg:0.00:509095
identifier_exp2emg:0.00:509106
identifier_exp2emg:0.00:509118
identifier_exp2emg:0.00:509130
identifier_exp2emg:0.00:509141
identifier_exp2emg:0.00:509153
identifier_exp2emg:0.00:509165
identifier_exp2emg:0.00:509176
identifier_exp2emg:0.00:509189
identifier_exp2emg:0.00:509200
identifier_exp2emg:0.00:509212
identifier_exp2emg:0.00:509223
identifier_exp2emg:0.00:509235
identifier_exp2emg:0.00:509247
identifier_exp2emg:0.00:509259
identifier_exp2emg:0.00:509270
identifier_exp2emg:0.00:509282
identifier_exp2emg:0.00:509293
identifier_exp2emg:0.00:509305
identifier_exp2emg:0.00:509317
identifier_exp2emg:0.00:509329
identifier_exp2emg:0.00:509341
identifier_exp2emg:0.00:509352
identifier_exp2emg:0.00:509364
identifier_exp2emg:0.00:509375
identifier_exp2emg:0.00:509387
identifier_exp2emg:0.00:509399
identifier_exp2emg:0.00:509411
identifier_exp2emg:0.00:509422
identifier_exp2emg:0.00:509434
identifier_exp2emg:0.00:509446
identifier_exp2emg:0.00:509457
identifier_exp2emg:0.00:509469
identifier_exp2emg:0.00:509480
identifier_exp2emg:0.00:509492
identifier_exp2emg:0.00:509504
identifier_exp2emg:0.00:509515
identifier_exp2emg:0.00:509527
identifier_exp2emg:0.00:509539
identifier_exp2emg:0.00:509550
identifier_exp2emg:0.00:509562
identifier_exp2emg:0.00:509573
identifier_exp2emg:0.00:509585
identifier_exp2emg:0.00:509597
identifier_exp2emg:0.00:509609
identifier_exp2emg:0.00:509620
identifier_exp2emg:0.00:509632
identifier_exp2emg:0.00:509643
identifier_exp2emg:0.00:509655
identifier_exp2emg:0.00:509667
identifier_exp2emg:0.00:509679
identifier_exp2emg:0.00:509690
identifier_exp2emg:0.00:509702
identifier_exp2emg:0.00:509714
identifier_exp2emg:0.00:509725
identifier_exp2emg:0.00:509737
identifier_exp2emg:0.00:509749
identifier_exp2emg:0.00:509760
identifier_exp2emg:0.00:509772
identifier_exp2emg:0.00:509783
identifier_exp2emg:0.00:509795
identifier_exp2emg:0.00:509807
identifier_exp2emg:0.00:509819
identifier_exp2emg:0.00:509830
identifier_exp2emg:0.00:509842
identifier_exp2emg:0.00:509853
identifier_exp2emg:0.00:509865
identifier_exp2emg:0.00:509877
identifier_exp2emg:0.00:509889
identifier_exp2emg:0.00:509900
identifier_exp2emg:0.00:509913
identifier_exp2emg:0.00:509925
identifier_exp2emg:0.00:509936
identifier_exp2emg:0.00:509948
identifier_exp2emg:0.00:509959
identifier_exp2emg:0.00:509971
identifier_exp2emg:0.00:509983
identifier_exp2emg:0.00:509994
identifier_exp2emg:0.00:510006
identifier_exp2emg:0.00:510017
identifier_exp2emg:0.00:510029
identifier_exp2emg:0.00:510041
identifier_exp2emg:0.00:510052
identifier_exp2emg:0.00:510064
identifier_exp2emg:0.00:510075
identifier_exp2emg:0.00:510087
identifier_exp2emg:0.00:510099
identifier_exp2emg:0.00:510111
identifier_exp2emg:0.00:510122
identifier_exp2emg:0.00:510134
identifier_exp2emg:0.00:510146
identifier_exp2emg:0.00:510158
identifier_exp2emg:0.00:510169
identifier_exp2emg:0.00:510181
identifier_exp2emg:0.00:510193
identifier_exp2emg:0.00:510205
identifier_exp2emg:0.00:510216
identifier_exp2emg:0.00:510228
identifier_exp2emg:0.00:510240
identifier_exp2emg:0.00:510252
identifier_exp2emg:0.00:510263
identifier_exp2emg:0.00:510275
identifier_exp2emg:0.00:510286
identifier_exp2emg:0.00:510298
identifier_exp2emg:0.00:510310
identifier_exp2emg:0.00:510321
identifier_exp2emg:0.00:510333
identifier_exp2emg:0.00:510345
